,Name,Label,Keypoints
347,Image_3316.jpg,sitting,['NaN']
245,Image_2279.jpg,sitting,['NaN']
594,Image_5887.jpg,sitting,['NaN']
83,Image_762.jpg,sitting,['NaN']
336,Image_3187.jpg,sitting,['NaN']
405,Image_3892.jpg,sitting,['NaN']
701,Image_6878.jpg,sitting,['NaN']
1106,Image_10859.jpg,sitting,['NaN']
285,Image_2659.jpg,sitting,['NaN']
1255,Image_12437.jpg,sitting,['NaN']
325,Image_2999.jpg,sitting,['NaN']
1210,Image_12024.jpg,sitting,['NaN']
494,Image_4859.jpg,sitting,['NaN']
423,Image_4134.jpg,sitting,['NaN']
489,Image_4819.jpg,sitting,['NaN']
1036,Image_10199.jpg,sitting,['NaN']
869,Image_8591.jpg,sitting,['NaN']
1157,Image_11430.jpg,sitting,['NaN']
982,Image_9640.jpg,sitting,['NaN']
606,Image_6028.jpg,sitting,['NaN']
933,Image_9309.jpg,sitting,['NaN']
522,Image_5160.jpg,sitting,['NaN']
1053,Image_10408.jpg,sitting,['NaN']
85,Image_770.jpg,sitting,['NaN']
851,Image_8415.jpg,sitting,['NaN']
775,Image_7706.jpg,sitting,['NaN']
1162,Image_11470.jpg,sitting,['NaN']
181,Image_1604.jpg,sitting,['NaN']
214,Image_1967.jpg,sitting,['NaN']
541,Image_5334.jpg,sitting,['NaN']
591,Image_5834.jpg,sitting,['NaN']
907,Image_8960.jpg,sitting,['NaN']
595,Image_5891.jpg,sitting,['NaN']
561,Image_5482.jpg,sitting,['NaN']
184,Image_1640.jpg,sitting,['NaN']
1222,Image_12154.jpg,sitting,['NaN']
202,Image_1844.jpg,sitting,['NaN']
822,Image_8140.jpg,sitting,['NaN']
1067,Image_10586.jpg,sitting,['NaN']
423,Image_4134.jpg,sitting,['NaN']
1025,Image_10091.jpg,sitting,['NaN']
437,Image_4310.jpg,sitting,['NaN']
83,Image_762.jpg,sitting,['NaN']
1101,Image_10831.jpg,sitting,['NaN']
538,Image_5307.jpg,sitting,['NaN']
923,Image_9179.jpg,sitting,['NaN']
292,Image_2693.jpg,sitting,['NaN']
1057,Image_10440.jpg,sitting,['NaN']
58,Image_542.jpg,sitting,['NaN']
802,Image_7951.jpg,sitting,['NaN']
886,Image_8707.jpg,sitting,['NaN']
1168,Image_11520.jpg,sitting,['NaN']
191,Image_1708.jpg,sitting,['NaN']
1134,Image_11147.jpg,sitting,['NaN']
300,Image_2777.jpg,sitting,['NaN']
1230,Image_12214.jpg,sitting,['NaN']
883,Image_8684.jpg,sitting,['NaN']
125,Image_1109.jpg,sitting,['NaN']
660,Image_6541.jpg,sitting,['NaN']
269,Image_2519.jpg,sitting,['NaN']
182,Image_1613.jpg,sitting,['NaN']
1210,Image_12024.jpg,sitting,['NaN']
4,Image_33.jpg,sitting,"[     517.45      181.81      0.9933      522.21      166.71     0.75206      501.66      163.37     0.99499       519.9      174.31    0.020243      446.85      167.34     0.88473      521.29      267.79     0.94386      361.44      242.22     0.98138      580.32      358.57     0.79315      225.37      258.25
     0.95484       595.4      361.71     0.74755      80.987       274.9     0.92549         510      445.97     0.95278       389.6      454.98      0.9713      705.88      494.73     0.85177      431.79      545.04     0.91198         659      654.64     0.49406       485.2      684.56     0.58736]"
193,Image_1717.jpg,sitting,['NaN']
346,Image_3315.jpg,sitting,['NaN']
873,Image_8615.jpg,sitting,['NaN']
1040,Image_10259.jpg,sitting,['NaN']
597,Image_5901.jpg,sitting,['NaN']
718,Image_7091.jpg,sitting,['NaN']
163,Image_1475.jpg,sitting,['NaN']
527,Image_5203.jpg,sitting,['NaN']
650,Image_6460.jpg,sitting,['NaN']
904,Image_8907.jpg,sitting,['NaN']
1185,Image_11734.jpg,sitting,['NaN']
1019,Image_10026.jpg,sitting,['NaN']
907,Image_8960.jpg,sitting,['NaN']
701,Image_6878.jpg,sitting,['NaN']
845,Image_8356.jpg,sitting,['NaN']
595,Image_5891.jpg,sitting,['NaN']
988,Image_9683.jpg,sitting,['NaN']
698,Image_6849.jpg,sitting,['NaN']
672,Image_6660.jpg,sitting,['NaN']
779,Image_7745.jpg,sitting,['NaN']
1128,Image_11098.jpg,sitting,['NaN']
1230,Image_12214.jpg,sitting,['NaN']
191,Image_1708.jpg,sitting,['NaN']
940,Image_9341.jpg,sitting,['NaN']
716,Image_7083.jpg,sitting,['NaN']
845,Image_8356.jpg,sitting,['NaN']
591,Image_5834.jpg,sitting,['NaN']
151,Image_1357.jpg,sitting,['NaN']
516,Image_5087.jpg,sitting,['NaN']
59,Image_555.jpg,sitting,['NaN']
1014,Image_9968.jpg,sitting,['NaN']
230,Image_2085.jpg,sitting,['NaN']
1162,Image_11470.jpg,sitting,['NaN']
1095,Image_10799.jpg,sitting,['NaN']
43,Image_380.jpg,sitting,['NaN']
1157,Image_11430.jpg,sitting,['NaN']
418,Image_4080.jpg,sitting,['NaN']
440,Image_4329.jpg,sitting,['NaN']
222,Image_2030.jpg,sitting,['NaN']
448,Image_4383.jpg,sitting,['NaN']
269,Image_2519.jpg,sitting,['NaN']
528,Image_5210.jpg,sitting,['NaN']
964,Image_9513.jpg,sitting,['NaN']
1268,Image_12598.jpg,sitting,['Nan']
875,Image_8628.jpg,sitting,['NaN']
757,Image_7434.jpg,sitting,['NaN']
151,Image_1357.jpg,sitting,['NaN']
103,Image_920.jpg,sitting,['NaN']
437,Image_4310.jpg,sitting,['NaN']
646,Image_6412.jpg,sitting,['NaN']
1097,Image_10806.jpg,sitting,['NaN']
898,Image_8815.jpg,sitting,['NaN']
117,Image_1045.jpg,sitting,['NaN']
177,Image_1572.jpg,sitting,['NaN']
221,Image_2025.jpg,sitting,['NaN']
702,Image_6880.jpg,sitting,['NaN']
976,Image_9589.jpg,sitting,['NaN']
322,Image_2946.jpg,sitting,['NaN']
550,Image_5399.jpg,sitting,['NaN']
1210,Image_12024.jpg,sitting,['NaN']
699,Image_6862.jpg,sitting,['NaN']
125,Image_1109.jpg,sitting,['NaN']
744,Image_7320.jpg,sitting,['NaN']
331,Image_3115.jpg,sitting,['NaN']
423,Image_4134.jpg,sitting,['NaN']
865,Image_8567.jpg,sitting,['NaN']
22,Image_201.jpg,sitting,['NaN']
718,Image_7091.jpg,sitting,['NaN']
858,Image_8517.jpg,sitting,['NaN']
1207,Image_11987.jpg,sitting,['NaN']
948,Image_9403.jpg,sitting,['NaN']
669,Image_6636.jpg,sitting,['NaN']
59,Image_555.jpg,sitting,['NaN']
1168,Image_11520.jpg,sitting,['NaN']
152,Image_1368.jpg,sitting,['NaN']
568,Image_5561.jpg,sitting,['NaN']
222,Image_2030.jpg,sitting,['NaN']
1188,Image_11778.jpg,sitting,['NaN']
757,Image_7434.jpg,sitting,['NaN']
800,Image_7919.jpg,sitting,['NaN']
190,Image_1683.jpg,sitting,['NaN']
309,Image_2815.jpg,sitting,['NaN']
728,Image_7194.jpg,sitting,['NaN']
757,Image_7434.jpg,sitting,['NaN']
779,Image_7745.jpg,sitting,['NaN']
464,Image_4537.jpg,sitting,['NaN']
547,Image_5368.jpg,sitting,['NaN']
104,Image_943.jpg,sitting,['NaN']
128,Image_1147.jpg,sitting,['NaN']
57,Image_537.jpg,sitting,['NaN']
521,Image_5153.jpg,sitting,['NaN']
1095,Image_10799.jpg,sitting,['NaN']
590,Image_5832.jpg,sitting,['NaN']
810,Image_8013.jpg,sitting,['NaN']
282,Image_2648.jpg,sitting,['NaN']
952,Image_9435.jpg,sitting,['NaN']
231,Image_2103.jpg,sitting,['NaN']
541,Image_5334.jpg,sitting,['NaN']
165,Image_1482.jpg,sitting,['NaN']
221,Image_2025.jpg,sitting,['NaN']
433,Image_4246.jpg,sitting,['NaN']
952,Image_9435.jpg,sitting,['NaN']
103,Image_920.jpg,sitting,['NaN']
354,Image_3360.jpg,sitting,['NaN']
163,Image_1475.jpg,sitting,['NaN']
1134,Image_11147.jpg,sitting,['NaN']
956,Image_9473.jpg,sitting,['NaN']
1106,Image_10859.jpg,sitting,['NaN']
417,Image_4051.jpg,sitting,['NaN']
1176,Image_11603.jpg,sitting,['NaN']
757,Image_7434.jpg,sitting,['NaN']
595,Image_5891.jpg,sitting,['NaN']
736,Image_7267.jpg,sitting,['NaN']
1263,Image_12518.jpg,sitting,['NaN']
948,Image_9403.jpg,sitting,['NaN']
403,Image_3883.jpg,sitting,['NaN']
383,Image_3716.jpg,sitting,['NaN']
759,Image_7464.jpg,sitting,['NaN']
871,Image_8604.jpg,sitting,['NaN']
1207,Image_11987.jpg,sitting,['NaN']
621,Image_6171.jpg,sitting,['NaN']
445,Image_4360.jpg,sitting,['NaN']
1060,Image_10490.jpg,sitting,['NaN']
532,Image_5268.jpg,sitting,['NaN']
5,Image_37.jpg,running,"[     251.63      162.68     0.99727      273.63       143.3     0.99781       240.1      145.21     0.98177      330.33      150.94       0.994      235.55      151.81     0.44244      401.81      277.64     0.98174      192.33      275.92     0.97969      525.06      392.69     0.95277      103.59       427.4
     0.93921      407.28      465.94     0.94574      180.55      384.93     0.93554       358.5      572.42     0.97029      234.71      572.67     0.96838      301.31      742.93      0.6704      232.59      761.55     0.64619      281.87      863.58     0.13496       252.5      865.08     0.12637]"
10,Image_75.jpg,running,"[      308.2      119.49     0.69422      311.24      113.29     0.76754      305.41      114.78     0.16999      324.08      110.05     0.77058      304.99      115.49     0.10061      341.66      132.19      0.9496      318.07      136.92     0.85525      330.77      155.23     0.90563      314.64      167.15
     0.43988       319.5      132.85     0.83536      307.71      142.09     0.39001      344.85      203.09     0.93891       328.4      203.89     0.88994      346.38      258.14     0.83056      336.73      258.34     0.70637      352.23      311.16     0.61969      342.88      311.05     0.50229]"
20,Image_183.jpg,running,['NaN']
24,Image_218.jpg,running,['NaN']
26,Image_228.jpg,running,['NaN']
28,Image_238.jpg,running,['NaN']
33,Image_306.jpg,running,['NaN']
35,Image_335.jpg,running,['NaN']
38,Image_348.jpg,running,['NaN']
60,Image_557.jpg,running,['NaN']
62,Image_582.jpg,running,['NaN']
67,Image_614.jpg,running,['NaN']
68,Image_619.jpg,running,['NaN']
69,Image_635.jpg,running,['NaN']
73,Image_677.jpg,running,['NaN']
76,Image_710.jpg,running,['NaN']
82,Image_752.jpg,running,['NaN']
98,Image_895.jpg,running,['NaN']
111,Image_987.jpg,running,['NaN']
115,Image_1039.jpg,running,['NaN']
127,Image_1124.jpg,running,['NaN']
130,Image_1174.jpg,running,['NaN']
133,Image_1194.jpg,running,['NaN']
147,Image_1323.jpg,running,['NaN']
153,Image_1371.jpg,running,['NaN']
154,Image_1397.jpg,running,['NaN']
161,Image_1462.jpg,running,['NaN']
167,Image_1509.jpg,running,['NaN']
169,Image_1512.jpg,running,['NaN']
174,Image_1541.jpg,running,['NaN']
178,Image_1576.jpg,running,['NaN']
197,Image_1782.jpg,running,['NaN']
208,Image_1894.jpg,running,['NaN']
224,Image_2033.jpg,running,['NaN']
241,Image_2214.jpg,running,['NaN']
242,Image_2236.jpg,running,['NaN']
247,Image_2291.jpg,running,['NaN']
267,Image_2510.jpg,running,['NaN']
286,Image_2662.jpg,running,['NaN']
287,Image_2669.jpg,running,['NaN']
297,Image_2738.jpg,running,['NaN']
310,Image_2820.jpg,running,['NaN']
328,Image_3050.jpg,running,['NaN']
333,Image_3159.jpg,running,['NaN']
341,Image_3258.jpg,running,['NaN']
343,Image_3299.jpg,running,['NaN']
348,Image_3325.jpg,running,['NaN']
351,Image_3338.jpg,running,['NaN']
359,Image_3405.jpg,running,['NaN']
362,Image_3479.jpg,running,['NaN']
367,Image_3531.jpg,running,['NaN']
375,Image_3590.jpg,running,['NaN']
381,Image_3687.jpg,running,['NaN']
387,Image_3764.jpg,running,['NaN']
391,Image_3780.jpg,running,['NaN']
415,Image_4032.jpg,running,['NaN']
421,Image_4123.jpg,running,['NaN']
427,Image_4192.jpg,running,['NaN']
434,Image_4262.jpg,running,['NaN']
435,Image_4292.jpg,running,['NaN']
444,Image_4357.jpg,running,['NaN']
449,Image_4388.jpg,running,['NaN']
455,Image_4432.jpg,running,['NaN']
471,Image_4599.jpg,running,['NaN']
481,Image_4694.jpg,running,['NaN']
484,Image_4732.jpg,running,['NaN']
496,Image_4867.jpg,running,['NaN']
505,Image_4963.jpg,running,['NaN']
512,Image_5026.jpg,running,['NaN']
513,Image_5065.jpg,running,['NaN']
526,Image_5201.jpg,running,['NaN']
536,Image_5289.jpg,running,['NaN']
542,Image_5336.jpg,running,['NaN']
548,Image_5375.jpg,running,['NaN']
555,Image_5430.jpg,running,['NaN']
560,Image_5477.jpg,running,['NaN']
578,Image_5683.jpg,running,['NaN']
585,Image_5765.jpg,running,['NaN']
588,Image_5784.jpg,running,['NaN']
592,Image_5840.jpg,running,['NaN']
600,Image_5935.jpg,running,['NaN']
602,Image_5980.jpg,running,['NaN']
611,Image_6063.jpg,running,['NaN']
627,Image_6208.jpg,running,['NaN']
632,Image_6249.jpg,running,['NaN']
634,Image_6292.jpg,running,['NaN']
639,Image_6336.jpg,running,['NaN']
648,Image_6423.jpg,running,['NaN']
653,Image_6472.jpg,running,['NaN']
658,Image_6527.jpg,running,['NaN']
661,Image_6552.jpg,running,['NaN']
671,Image_6646.jpg,running,['NaN']
680,Image_6727.jpg,running,['NaN']
682,Image_6745.jpg,running,['NaN']
694,Image_6832.jpg,running,['NaN']
700,Image_6869.jpg,running,['NaN']
708,Image_6991.jpg,running,['NaN']
709,Image_7010.jpg,running,['NaN']
711,Image_7046.jpg,running,['NaN']
719,Image_7096.jpg,running,['NaN']
723,Image_7153.jpg,running,['NaN']
732,Image_7227.jpg,running,['NaN']
733,Image_7243.jpg,running,['NaN']
751,Image_7385.jpg,running,['NaN']
753,Image_7401.jpg,running,['NaN']
763,Image_7511.jpg,running,['NaN']
769,Image_7631.jpg,running,['NaN']
777,Image_7721.jpg,running,['NaN']
787,Image_7787.jpg,running,['NaN']
792,Image_7816.jpg,running,['NaN']
793,Image_7822.jpg,running,['NaN']
794,Image_7829.jpg,running,['NaN']
797,Image_7905.jpg,running,['NaN']
807,Image_7981.jpg,running,['NaN']
809,Image_8010.jpg,running,['NaN']
811,Image_8021.jpg,running,['NaN']
815,Image_8065.jpg,running,['NaN']
818,Image_8097.jpg,running,['NaN']
820,Image_8130.jpg,running,['NaN']
823,Image_8156.jpg,running,['NaN']
827,Image_8210.jpg,running,['NaN']
837,Image_8279.jpg,running,['NaN']
846,Image_8358.jpg,running,['NaN']
848,Image_8378.jpg,running,['NaN']
849,Image_8409.jpg,running,['NaN']
859,Image_8518.jpg,running,['NaN']
861,Image_8548.jpg,running,['NaN']
876,Image_8629.jpg,running,['NaN']
880,Image_8663.jpg,running,['NaN']
881,Image_8668.jpg,running,['NaN']
884,Image_8692.jpg,running,['NaN']
887,Image_8710.jpg,running,['NaN']
908,Image_8961.jpg,running,['NaN']
910,Image_8990.jpg,running,['NaN']
916,Image_9079.jpg,running,['NaN']
920,Image_9144.jpg,running,['NaN']
921,Image_9164.jpg,running,['NaN']
927,Image_9224.jpg,running,['NaN']
929,Image_9265.jpg,running,['NaN']
938,Image_9328.jpg,running,['NaN']
945,Image_9388.jpg,running,['NaN']
950,Image_9429.jpg,running,['NaN']
957,Image_9479.jpg,running,['NaN']
965,Image_9518.jpg,running,['NaN']
977,Image_9603.jpg,running,['NaN']
989,Image_9684.jpg,running,['NaN']
995,Image_9731.jpg,running,['NaN']
996,Image_9773.jpg,running,['NaN']
1001,Image_9849.jpg,running,['NaN']
1012,Image_9951.jpg,running,['NaN']
1020,Image_10038.jpg,running,['NaN']
1022,Image_10054.jpg,running,['NaN']
1023,Image_10060.jpg,running,['NaN']
1027,Image_10108.jpg,running,['NaN']
1028,Image_10126.jpg,running,['NaN']
1035,Image_10195.jpg,running,['NaN']
1049,Image_10375.jpg,running,['NaN']
1056,Image_10437.jpg,running,['NaN']
1064,Image_10542.jpg,running,['NaN']
1066,Image_10564.jpg,running,['NaN']
1081,Image_10675.jpg,running,['NaN']
1084,Image_10706.jpg,running,['NaN']
1099,Image_10821.jpg,running,['NaN']
1103,Image_10840.jpg,running,['NaN']
1110,Image_10890.jpg,running,['NaN']
1114,Image_10916.jpg,running,['NaN']
1127,Image_11095.jpg,running,['NaN']
1136,Image_11154.jpg,running,['NaN']
1139,Image_11195.jpg,running,['NaN']
1146,Image_11305.jpg,running,['NaN']
1149,Image_11336.jpg,running,['NaN']
1160,Image_11448.jpg,running,['NaN']
1165,Image_11496.jpg,running,['NaN']
1172,Image_11567.jpg,running,['NaN']
1173,Image_11580.jpg,running,['NaN']
1178,Image_11629.jpg,running,['NaN']
1190,Image_11787.jpg,running,['NaN']
1199,Image_11879.jpg,running,['NaN']
1201,Image_11909.jpg,running,['NaN']
1205,Image_11952.jpg,running,['NaN']
1206,Image_11958.jpg,running,['NaN']
1208,Image_11995.jpg,running,['NaN']
1211,Image_12031.jpg,running,['NaN']
1221,Image_12133.jpg,running,['NaN']
1231,Image_12217.jpg,running,['NaN']
1235,Image_12258.jpg,running,['NaN']
1236,Image_12262.jpg,running,['NaN']
1249,Image_12382.jpg,running,['NaN']
1254,Image_12432.jpg,running,['NaN']
1264,Image_12527.jpg,running,['NaN']
